instant,dteday,season,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
712,2011-02-02,1,0,False,3,1,-17.655555555555555,-17.64311111111111,0.93,0.1045,0,2,2
713,2011-02-02,1,1,False,3,1,-17.655555555555555,-17.6515,0.93,0.194,0,3,3
714,2011-02-02,1,2,False,3,1,-17.655555555555555,-17.6515,0.93,0.1343,4,0,4
715,2011-02-02,1,3,False,3,1,-17.655555555555555,-17.6515,0.93,0.1343,0,1,1
716,2011-02-02,1,4,False,3,1,-17.655555555555555,-17.659944444444445,0.93,0.2836,0,1,1
717,2011-02-02,1,5,False,3,1,-17.655555555555555,-17.64311111111111,0.93,0.1045,0,3,3
718,2011-02-02,1,6,False,3,1,-17.655555555555555,-17.64311111111111,0.93,0.1045,1,17,18
719,2011-02-02,1,7,False,3,1,-17.655555555555555,-17.659944444444445,0.93,0.2239,1,48,49
720,2011-02-02,1,8,False,3,1,-17.655555555555555,-17.659944444444445,0.93,0.2239,1,1,1
721,2011-02-02,1,9,False,3,2,-17.644444444444446,-17.634666666666664,0.93,0.0896,4,119,123
722,2011-02-02,1,10,False,3,2,-17.655555555555555,-17.62627777777778,1.0,0.0,2,59,61
723,2011-02-02,1,11,False,3,2,-17.644444444444446,-17.6515,0.93,0.194,5,47,52
724,2011-02-02,1,12,False,3,2,-17.644444444444446,-17.6515,0.93,0.2239,3,61,64
725,2011-02-02,1,13,False,3,1,-17.58888888888889,-17.59261111111111,0.93,0.1642,1,74,75
726,2011-02-02,1,14,False,3,1,-17.566666666666666,-17.6515,0.82,0.3881,2,61,63
727,2011-02-02,1,15,False,3,1,-17.566666666666666,-17.6515,0.76,0.3284,10,66,76
728,2011-02-02,1,16,False,3,1,-17.577777777777776,-17.59261111111111,0.71,0.2985,8,95,103
731,2011-02-02,1,19,False,3,1,-17.62222222222222,-17.64311111111111,0.45,0.4925,3,88,91
732,2011-02-02,1,20,False,3,1,-17.644444444444446,-17.668333333333337,0.48,0.0,4,71,75
733,2011-02-02,1,21,False,3,1,-17.655555555555555,-17.668333333333337,0.47,0.3284,1,62,63
734,2011-02-02,1,22,False,3,1,-17.655555555555555,-17.659944444444445,0.44,0.2537,5,35,40
735,2011-02-02,1,23,False,3,1,-17.666666666666668,-17.685166666666667,0.44,0.4478,3,29,32
736,2011-02-03,1,0,False,4,1,-17.666666666666668,-17.685166666666667,0.4,0.4478,1,11,12
737,2011-02-03,1,1,False,4,1,-17.666666666666668,-17.69361111111111,0.44,0.5224,0,5,5
738,2011-02-03,1,2,False,4,1,-17.677777777777777,-17.685166666666667,0.43,0.2537,0,2,2
739,2011-02-03,1,3,False,4,1,-17.677777777777777,-17.685166666666667,0.43,0.2537,0,1,1
740,2011-02-03,1,5,False,4,1,-17.688888888888886,-17.702,0.5,0.2985,0,2,2
741,2011-02-03,1,6,False,4,1,-17.688888888888886,-17.702,0.43,0.3582,0,39,39
742,2011-02-03,1,7,False,4,1,-17.700000000000003,-17.710444444444445,0.5,0.3284,1,86,87
744,2011-02-03,1,9,False,4,1,-17.688888888888886,-17.702,0.47,0.2985,6,127,133
745,2011-02-03,1,10,False,4,1,-17.677777777777777,-17.69361111111111,0.43,0.3284,2,50,52
746,2011-02-03,1,11,False,4,1,-17.677777777777777,-17.702,0.43,0.4478,9,55,64
747,2011-02-03,1,12,False,4,1,-17.666666666666668,-17.67677777777778,0.4,0.3582,2,67,69
748,2011-02-03,1,13,False,4,1,-17.666666666666668,-17.685166666666667,0.4,0.4179,4,47,51
749,2011-02-03,1,14,False,4,1,-17.655555555555555,-17.668333333333337,0.37,0.3881,4,43,47
750,2011-02-03,1,15,False,4,1,-17.655555555555555,-17.668333333333337,0.37,0.3284,4,56,60
751,2011-02-03,1,16,False,4,1,-17.655555555555555,-17.659944444444445,0.37,0.2537,5,73,78
753,2011-02-03,1,18,False,4,1,-17.666666666666668,-17.659944444444445,0.4,0.1642,2,1,147
754,2011-02-03,1,19,False,4,1,-17.666666666666668,-17.634666666666664,0.4,0.0,4,92,96
755,2011-02-03,1,20,False,4,1,-17.666666666666668,-17.6515,0.47,0.0896,1,108,109
756,2011-02-03,1,21,False,4,1,-17.677777777777777,-17.659944444444445,0.55,0.1045,1,53,54
757,2011-02-03,1,22,False,4,1,-17.677777777777777,-17.659944444444445,0.51,0.0896,2,39,41
758,2011-02-03,1,23,False,4,1,-17.666666666666668,-17.6515,0.47,0.1045,4,34,38
759,2011-02-04,1,0,False,5,2,-17.666666666666668,-17.634666666666664,0.44,0.0,3,10,13
760,2011-02-04,1,1,False,5,2,-17.688888888888886,-17.6515,0.59,0.0,0,7,7
761,2011-02-04,1,2,False,5,2,-17.700000000000003,-17.685166666666667,0.63,0.1045,0,1,1
762,2011-02-04,1,3,False,5,2,-17.700000000000003,-17.685166666666667,0.63,0.1045,0,1,1
763,2011-02-04,1,5,False,5,2,-17.700000000000003,-17.69361111111111,0.63,0.1343,0,7,7
764,2011-02-04,1,6,False,5,2,-17.688888888888886,-17.6515,0.55,0.0,2,26,28
765,2011-02-04,1,7,False,5,1,-17.700000000000003,-17.659944444444445,0.59,0.0,0,87,87
767,2011-02-04,1,9,False,5,2,-17.688888888888886,-17.67677777777778,0.8,0.1343,3,124,127
768,2011-02-04,1,10,False,5,2,-17.666666666666668,-17.659944444444445,0.51,0.1343,5,46,51
769,2011-02-04,1,11,False,5,1,-17.655555555555555,-17.6515,0.51,0.1642,3,61,64
770,2011-02-04,1,12,False,5,2,-17.644444444444446,-17.64311111111111,0.48,0.1642,8,78,86
771,2011-02-04,1,13,False,5,2,-17.633333333333333,-17.634666666666664,0.5,0.2239,9,73,82
772,2011-02-04,1,14,False,5,2,-17.62222222222222,-17.62627777777778,0.45,0.1642,0,76,91
773,2011-02-04,1,15,False,5,2,-17.62222222222222,-17.62627777777778,0.48,0.2537,9,81,90
774,2011-02-04,1,16,False,5,2,-17.61111111111111,-17.617833333333333,0.42,0.2239,8,91,99
776,2011-02-04,1,18,False,5,2,-17.644444444444446,-17.634666666666664,0.6,0.1045,3,1,1
777,2011-02-04,1,19,False,5,2,-17.644444444444446,-17.64311111111111,0.65,0.1343,1,102,103
778,2011-02-04,1,20,False,5,2,-17.644444444444446,-17.64311111111111,0.65,0.1642,2,69,71
779,2011-02-04,1,21,False,5,2,-17.644444444444446,-17.64311111111111,0.7,0.1642,2,41,43
780,2011-02-04,1,22,False,5,2,-17.644444444444446,-17.64311111111111,0.65,0.1642,1,45,46
781,2011-02-04,1,23,False,5,2,-17.644444444444446,-17.64311111111111,0.7,0.1343,1,30,31
782,2011-02-05,1,0,False,6,2,-17.644444444444446,-17.64311111111111,0.7,0.1642,3,36,39
783,2011-02-05,1,1,False,6,2,-17.644444444444446,-17.64311111111111,0.65,0.1642,1,17,18
784,2011-02-05,1,2,False,6,2,-17.644444444444446,-17.64311111111111,0.75,0.1642,5,12,17
785,2011-02-05,1,3,False,6,2,-17.644444444444446,-17.64311111111111,0.75,0.1642,1,10,11
786,2011-02-05,1,4,False,6,1,-17.655555555555555,-17.6515,0.93,0.1343,0,8,8
787,2011-02-05,1,5,False,6,1,-17.666666666666668,-17.6515,1.0,0.0896,0,9,9
788,2011-02-05,1,6,False,6,1,-17.666666666666668,-17.634666666666664,1.0,0.0,0,4,4
789,2011-02-05,1,7,False,6,1,-17.655555555555555,-17.634666666666664,0.93,0.0896,0,4,4
790,2011-02-05,1,8,False,6,1,-17.666666666666668,-17.6515,1.0,0.0896,0,10,10
791,2011-02-05,1,9,False,6,1,-17.666666666666668,-17.6515,1.0,0.0896,3,17,20
792,2011-02-05,1,10,False,6,1,-17.666666666666668,-17.659944444444445,1.0,0.1343,3,31,34
793,2011-02-05,1,11,False,6,1,-17.655555555555555,-17.6515,1.0,0.1343,1,46,47
794,2011-02-05,1,12,False,6,1,-17.655555555555555,-17.6515,1.0,0.1642,10,42,52
795,2011-02-05,1,13,False,6,1,-17.655555555555555,-17.6515,1.0,0.1642,10,62,72
796,2011-02-05,1,14,False,6,1,-17.655555555555555,-17.62627777777778,1.0,0.0,5,50,55
797,2011-02-05,1,15,False,6,1,-17.655555555555555,-17.62627777777778,1.0,0.0,11,49,60
798,2011-02-05,1,16,False,6,1,-17.655555555555555,-17.6515,1.0,0.1343,8,63,71
799,2011-02-05,1,17,False,6,2,-17.644444444444446,-17.659944444444445,1.0,0.2836,0,64,78
800,2011-02-05,1,18,False,6,2,-17.62222222222222,-17.64311111111111,0.93,0.4478,2,81,83
801,2011-02-05,1,19,False,6,2,-17.62222222222222,-17.64311111111111,0.93,0.4478,6,78,84
802,2011-02-05,1,20,False,6,1,-17.61111111111111,-17.617833333333333,0.87,0.2537,5,64,69
803,2011-02-05,1,21,False,6,1,-17.633333333333333,-17.634666666666664,1.0,0.194,3,53,56
804,2011-02-05,1,22,False,6,1,-17.633333333333333,-17.62627777777778,0.93,0.1343,2,43,45
805,2011-02-05,1,23,False,6,1,-17.633333333333333,-17.634666666666664,0.93,0.2239,7,52,59
806,2011-02-06,1,0,False,0,1,-17.633333333333333,-17.634666666666664,0.7,0.194,2,37,39
807,2011-02-06,1,1,False,0,1,-17.633333333333333,-17.6515,0.65,0.4179,4,40,44
808,2011-02-06,1,2,False,0,1,-17.633333333333333,-17.6515,0.6,0.3284,0,20,20
809,2011-02-06,1,3,False,0,1,-17.633333333333333,-17.617833333333333,0.6,0.0896,3,10,13
810,2011-02-06,1,4,False,0,1,-17.633333333333333,-17.6515,0.6,0.3582,0,2,2
811,2011-02-06,1,5,False,0,1,-17.633333333333333,-17.634666666666664,0.6,0.2239,0,1,1
812,2011-02-06,1,6,False,0,1,-17.633333333333333,-17.634666666666664,0.6,0.2239,0,1,1
813,2011-02-06,1,7,False,0,1,-17.644444444444446,-17.64311111111111,0.65,0.1642,0,8,8
814,2011-02-06,1,8,False,0,1,-17.644444444444446,-17.634666666666664,0.65,0.1045,2,21,23
815,2011-02-06,1,9,False,0,1,-17.62222222222222,-17.617833333333333,0.56,0.1045,7,38,45
816,2011-02-06,1,10,False,0,1,-17.61111111111111,-17.617833333333333,0.52,0.2537,0,74,89
824,2011-02-06,1,18,False,0,1,-17.61111111111111,-17.609444444444442,0.56,0.1642,0,65,78
825,2011-02-06,1,19,False,0,1,-17.62222222222222,-17.617833333333333,0.61,0.1343,1,20,21
826,2011-02-06,1,20,False,0,1,-17.62222222222222,-17.617833333333333,0.61,0.1045,5,21,26
827,2011-02-06,1,21,False,0,1,-17.633333333333333,-17.609444444444442,0.6,0.0,5,22,27
828,2011-02-06,1,22,False,0,1,-17.633333333333333,-17.609444444444442,0.6,0.0,5,57,62
829,2011-02-06,1,23,False,0,1,-17.644444444444446,-17.617833333333333,0.65,0.0,4,26,30
830,2011-02-07,1,0,False,1,1,-17.644444444444446,-17.617833333333333,0.65,0.0,1,14,15
831,2011-02-07,1,1,False,1,1,-17.655555555555555,-17.62627777777778,0.75,0.0,1,4,5
832,2011-02-07,1,2,False,1,1,-17.666666666666668,-17.634666666666664,0.8,0.0,0,3,3
833,2011-02-07,1,3,False,1,1,-17.666666666666668,-17.634666666666664,0.86,0.0,0,1,1
834,2011-02-07,1,4,False,1,1,-17.666666666666668,-17.634666666666664,0.86,0.0,1,1,2
835,2011-02-07,1,5,False,1,1,-17.666666666666668,-17.634666666666664,0.86,0.0,1,9,10
836,2011-02-07,1,6,False,1,1,-17.677777777777777,-17.64311111111111,0.93,0.0,1,29,30
837,2011-02-07,1,7,False,1,1,-17.677777777777777,-17.64311111111111,0.86,0.0,6,89,95
839,2011-02-07,1,9,False,1,1,-17.655555555555555,-17.62627777777778,0.8,0.0,3,115,118
840,2011-02-07,1,10,False,1,1,-17.644444444444446,-17.634666666666664,0.75,0.1045,6,49,55
841,2011-02-07,1,11,False,1,1,-17.61111111111111,-17.601,0.65,0.0896,11,36,47
842,2011-02-07,1,12,False,1,2,-17.6,-17.584166666666665,0.62,0.0,7,59,66
843,2011-02-07,1,13,False,1,2,-17.577777777777776,-17.575777777777777,0.57,0.0896,10,54,64
844,2011-02-07,1,14,False,1,2,-17.577777777777776,-17.575777777777777,0.57,0.0896,8,52,60
845,2011-02-07,1,15,False,1,2,-17.566666666666666,-17.6515,0.54,0.0896,4,46,50
849,2011-02-07,1,19,False,1,2,-17.6,-17.584166666666665,0.7,0.0,5,123,128
850,2011-02-07,1,20,False,1,2,-17.6,-17.59261111111111,0.7,0.1045,6,82,88
851,2011-02-07,1,21,False,1,1,-17.6,-17.584166666666665,0.7,0.0,3,75,78
852,2011-02-07,1,22,False,1,1,-17.62222222222222,-17.609444444444442,0.81,0.0896,3,34,37
853,2011-02-07,1,23,False,1,2,-17.61111111111111,-17.59261111111111,0.81,0.0,6,19,25
854,2011-02-08,1,0,False,2,2,-17.62222222222222,-17.601,0.87,0.0,4,6,10
855,2011-02-08,1,1,False,2,2,-17.62222222222222,-17.601,0.87,0.0,0,4,4
856,2011-02-08,1,2,False,2,2,-17.633333333333333,-17.62627777777778,0.93,0.1045,1,1,2
857,2011-02-08,1,3,False,2,1,-17.62222222222222,-17.62627777777778,0.93,0.1642,0,1,1
858,2011-02-08,1,4,False,2,1,-17.633333333333333,-17.634666666666664,0.93,0.1642,0,3,3
859,2011-02-08,1,5,False,2,1,-17.633333333333333,-17.6515,0.81,0.3284,0,2,2
860,2011-02-08,1,6,False,2,1,-17.633333333333333,-17.6515,0.7,0.3284,0,39,39
861,2011-02-08,1,7,False,2,1,-17.644444444444446,-17.668333333333337,0.65,0.4179,3,97,100
863,2011-02-08,1,9,False,2,1,-17.644444444444446,-17.668333333333337,0.52,0.4925,7,128,135
864,2011-02-08,1,10,False,2,1,-17.655555555555555,-17.67677777777778,0.47,0.0,4,44,48
865,2011-02-08,1,11,False,2,1,-17.655555555555555,-17.67677777777778,0.47,0.4627,1,49,50
866,2011-02-08,1,12,False,2,1,-17.644444444444446,-17.668333333333337,0.38,0.4925,2,63,65
867,2011-02-08,1,13,False,2,2,-17.644444444444446,-17.668333333333337,0.32,0.4478,2,48,50
868,2011-02-08,1,14,False,2,1,-17.655555555555555,-17.668333333333337,0.37,0.4179,3,61,64
869,2011-02-08,1,15,False,2,1,-17.655555555555555,-17.668333333333337,0.35,0.3881,6,45,51
870,2011-02-08,1,16,False,2,1,-17.655555555555555,-17.67677777777778,0.35,0.5224,4,79,83
872,2011-02-08,1,18,False,2,1,-17.666666666666668,-17.67677777777778,0.32,0.3881,1,1,1
873,2011-02-08,1,19,False,2,1,-17.688888888888886,-17.710444444444445,0.4,0.4627,1,100,101
874,2011-02-08,1,20,False,2,1,-17.688888888888886,-17.702,0.4,0.3284,3,53,56
875,2011-02-08,1,21,False,2,1,-17.700000000000003,-17.718833333333333,0.33,0.4627,8,46,54
876,2011-02-08,1,22,False,2,1,-17.711111111111112,-17.718833333333333,0.33,0.3582,0,29,29
877,2011-02-08,1,23,False,2,1,-17.711111111111112,-17.718833333333333,0.33,0.3284,3,9,12
878,2011-02-09,1,0,False,3,1,-17.72222222222222,-17.735666666666663,0.36,0.3582,0,17,17
879,2011-02-09,1,1,False,3,1,-17.72222222222222,-17.718833333333333,0.36,0.2239,0,7,7
880,2011-02-09,1,2,False,3,1,-17.733333333333334,-17.735666666666663,0.38,0.2836,1,2,3
881,2011-02-09,1,3,False,3,1,-17.744444444444447,-17.735666666666663,0.45,0.1343,0,2,2
882,2011-02-09,1,5,False,3,1,-17.744444444444447,-17.718833333333333,0.45,0.1045,0,7,7
883,2011-02-09,1,6,False,3,1,-17.744444444444447,-17.69361111111111,0.45,0.0,0,43,43
884,2011-02-09,1,7,False,3,1,-17.744444444444447,-17.718833333333333,0.49,0.1045,4,95,99
886,2011-02-09,1,9,False,3,1,-17.711111111111112,-17.702,0.39,0.1642,4,119,123
887,2011-02-09,1,10,False,3,1,-17.700000000000003,-17.67677777777778,0.36,0.0,8,51,59
888,2011-02-09,1,11,False,3,2,-17.700000000000003,-17.69361111111111,0.43,0.1642,1,40,41
889,2011-02-09,1,12,False,3,2,-17.677777777777777,-17.67677777777778,0.4,0.2239,4,57,61
890,2011-02-09,1,13,False,3,1,-17.677777777777777,-17.685166666666667,0.4,0.2537,2,67,69
891,2011-02-09,1,14,False,3,1,-17.666666666666668,-17.67677777777778,0.34,0.2985,2,56,58
892,2011-02-09,1,15,False,3,2,-17.666666666666668,-17.67677777777778,0.34,0.2836,3,61,64
893,2011-02-09,1,16,False,3,2,-17.666666666666668,-17.668333333333337,0.37,0.2537,7,72,79
896,2011-02-09,1,19,False,3,1,-17.700000000000003,-17.710444444444445,0.86,0.2537,1,87,88
897,2011-02-09,1,20,False,3,1,-17.700000000000003,-17.69361111111111,0.86,0.1642,0,84,84
898,2011-02-09,1,21,False,3,2,-17.700000000000003,-17.69361111111111,0.86,0.1642,0,83,83
899,2011-02-09,1,22,False,3,1,-17.688888888888886,-17.685166666666667,0.8,0.1642,4,42,46
900,2011-02-09,1,23,False,3,1,-17.688888888888886,-17.69361111111111,0.8,0.194,0,37,37
901,2011-02-10,1,0,False,4,1,-17.700000000000003,-17.702,0.86,0.194,0,16,16
902,2011-02-10,1,1,False,4,1,-17.700000000000003,-17.69361111111111,0.8,0.1343,0,7,7
903,2011-02-10,1,2,False,4,1,-17.700000000000003,-17.69361111111111,0.8,0.1343,0,3,3
904,2011-02-10,1,4,False,4,2,-17.700000000000003,-17.702,0.59,0.2239,0,1,1
905,2011-02-10,1,5,False,4,2,-17.711111111111112,-17.710444444444445,0.5,0.2239,0,6,6
906,2011-02-10,1,6,False,4,2,-17.711111111111112,-17.710444444444445,0.54,0.2836,0,26,26
907,2011-02-10,1,7,False,4,1,-17.72222222222222,-17.735666666666663,0.5,0.4179,0,99,99
909,2011-02-10,1,9,False,4,1,-17.711111111111112,-17.718833333333333,0.42,0.3582,1,121,122
910,2011-02-10,1,10,False,4,1,-17.711111111111112,-17.718833333333333,0.42,0.2985,1,34,35
911,2011-02-10,1,11,False,4,1,-17.700000000000003,-17.710444444444445,0.39,0.3582,1,44,45
912,2011-02-10,1,12,False,4,1,-17.688888888888886,-17.702,0.34,0.3881,4,65,69
913,2011-02-10,1,13,False,4,1,-17.677777777777777,-17.685166666666667,0.29,0.2985,3,59,62
914,2011-02-10,1,14,False,4,1,-17.666666666666668,-17.67677777777778,0.27,0.2836,6,42,48
915,2011-02-10,1,15,False,4,1,-17.666666666666668,-17.668333333333337,0.25,0.2537,0,50,50
916,2011-02-10,1,16,False,4,1,-17.666666666666668,-17.67677777777778,0.27,0.2985,4,76,80
919,2011-02-10,1,19,False,4,1,-17.700000000000003,-17.685166666666667,0.28,0.1045,2,110,112
920,2011-02-10,1,20,False,4,1,-17.700000000000003,-17.67677777777778,0.31,0.0896,4,93,97
921,2011-02-10,1,21,False,4,1,-17.700000000000003,-17.659944444444445,0.39,0.0,2,70,72
922,2011-02-10,1,22,False,4,1,-17.711111111111112,-17.668333333333337,0.39,0.0,4,47,51
923,2011-02-10,1,23,False,4,1,-17.711111111111112,-17.69361111111111,0.42,0.1045,1,33,34
924,2011-02-11,1,0,False,5,1,-17.72222222222222,-17.702,0.49,0.1045,2,12,14
925,2011-02-11,1,1,False,5,1,-17.72222222222222,-17.702,0.54,0.0896,1,6,7
926,2011-02-11,1,2,False,5,1,-17.72222222222222,-17.702,0.54,0.0896,0,3,3
927,2011-02-11,1,5,False,5,1,-17.733333333333334,-17.710444444444445,0.63,0.0896,0,4,4
928,2011-02-11,1,6,False,5,1,-17.72222222222222,-17.67677777777778,0.68,0.0,1,23,24
929,2011-02-11,1,7,False,5,1,-17.733333333333334,-17.685166666666667,0.73,0.0,1,73,74
931,2011-02-11,1,9,False,5,1,-17.711111111111112,-17.710444444444445,0.74,0.2239,8,132,140
932,2011-02-11,1,10,False,5,1,-17.700000000000003,-17.702,0.69,0.194,5,39,44
933,2011-02-11,1,11,False,5,1,-17.655555555555555,-17.6515,0.47,0.1343,12,52,64
934,2011-02-11,1,12,False,5,1,-17.655555555555555,-17.6515,0.47,0.1343,7,64,71
937,2011-02-11,1,15,False,5,1,-17.6,-17.601,0.21,0.1642,12,62,74
938,2011-02-11,1,16,False,5,1,-17.61111111111111,-17.617833333333333,0.28,0.194,0,111,125
941,2011-02-11,1,19,False,5,1,-17.633333333333333,-17.609444444444442,0.33,0.0,7,94,101
942,2011-02-11,1,20,False,5,1,-17.655555555555555,-17.6515,0.55,0.1343,2,61,63
943,2011-02-11,1,21,False,5,1,-17.666666666666668,-17.659944444444445,0.59,0.1343,1,46,47
944,2011-02-11,1,22,False,5,1,-17.666666666666668,-17.6515,0.64,0.0896,2,41,43
945,2011-02-11,1,23,False,5,1,-17.677777777777777,-17.64311111111111,0.69,0.0,5,48,53
946,2011-02-12,1,0,False,6,1,-17.688888888888886,-17.668333333333337,0.69,0.0896,3,27,30
947,2011-02-12,1,1,False,6,1,-17.700000000000003,-17.659944444444445,0.86,0.0,2,22,24
948,2011-02-12,1,2,False,6,1,-17.700000000000003,-17.659944444444445,0.8,0.0,2,13,15
949,2011-02-12,1,3,False,6,1,-17.711111111111112,-17.668333333333337,0.8,0.0,3,7,10
950,2011-02-12,1,4,False,6,1,-17.711111111111112,-17.685166666666667,0.74,0.0896,0,4,4
951,2011-02-12,1,5,False,6,1,-17.711111111111112,-17.685166666666667,0.74,0.0896,0,1,1
952,2011-02-12,1,6,False,6,1,-17.711111111111112,-17.702,0.93,0.194,1,1,2
953,2011-02-12,1,7,False,6,1,-17.711111111111112,-17.69361111111111,0.8,0.1045,2,9,11
954,2011-02-12,1,8,False,6,1,-17.700000000000003,-17.69361111111111,0.86,0.1343,2,28,30
955,2011-02-12,1,9,False,6,1,-17.688888888888886,-17.67677777777778,0.64,0.1343,5,38,43
956,2011-02-12,1,10,False,6,1,-17.655555555555555,-17.659944444444445,0.41,0.2537,0,71,84
964,2011-02-12,1,18,False,6,1,-17.62222222222222,-17.634666666666664,0.38,0.3284,4,60,64
965,2011-02-12,1,19,False,6,1,-17.62222222222222,-17.62627777777778,0.38,0.1642,2,39,41
966,2011-02-12,1,20,False,6,1,-17.633333333333333,-17.634666666666664,0.41,0.2239,1,39,40
967,2011-02-12,1,21,False,6,1,-17.633333333333333,-17.609444444444442,0.41,0.0,9,42,51
968,2011-02-12,1,22,False,6,1,-17.644444444444446,-17.634666666666664,0.44,0.0896,6,39,45
969,2011-02-12,1,23,False,6,1,-17.655555555555555,-17.6515,0.51,0.1343,1,31,32
970,2011-02-13,1,0,False,0,1,-17.666666666666668,-17.6515,0.64,0.1045,5,34,39
971,2011-02-13,1,1,False,0,1,-17.666666666666668,-17.6515,0.59,0.0896,1,23,24
972,2011-02-13,1,2,False,0,2,-17.666666666666668,-17.6515,0.75,0.0896,1,19,20
973,2011-02-13,1,3,False,0,2,-17.666666666666668,-17.6515,0.69,0.1045,4,8,12
974,2011-02-13,1,4,False,0,2,-17.666666666666668,-17.659944444444445,0.69,0.1642,0,2,2
975,2011-02-13,1,6,False,0,2,-17.666666666666668,-17.659944444444445,0.69,0.1343,2,3,5
976,2011-02-13,1,7,False,0,2,-17.655555555555555,-17.62627777777778,0.55,0.0,0,3,3
977,2011-02-13,1,8,False,0,2,-17.655555555555555,-17.6515,0.64,0.194,1,11,12
978,2011-02-13,1,9,False,0,2,-17.644444444444446,-17.6515,0.6,0.2239,12,35,47
993,2011-02-14,1,0,False,1,1,-17.566666666666666,-17.6515,0.37,0.3582,3,8,11
994,2011-02-14,1,1,False,1,1,-17.566666666666666,-17.6515,0.37,0.3582,1,6,7
995,2011-02-14,1,2,False,1,1,-17.577777777777776,-17.59261111111111,0.4,0.2985,0,2,2
996,2011-02-14,1,3,False,1,1,-17.58888888888889,-17.601,0.46,0.2239,1,1,2
997,2011-02-14,1,4,False,1,1,-17.6,-17.609444444444442,0.53,0.2836,0,2,2
998,2011-02-14,1,5,False,1,1,-17.6,-17.609444444444442,0.53,0.2836,0,3,3
999,2011-02-14,1,6,False,1,1,-17.58888888888889,-17.609444444444442,0.46,0.2985,1,25,26
1000,2011-02-14,1,7,False,1,1,-17.58888888888889,-17.609444444444442,0.46,0.2985,2,96,98
611,2011-01-28,1,16,False,5,1,-17.655555555555555,-17.62627777777778,0.8,0.0,10,70,80
612,2011-01-28,1,17,False,5,1,-17.644444444444446,-17.64311111111111,0.75,0.1343,2,1,149
613,2011-01-28,1,18,False,5,1,-17.644444444444446,-17.6515,0.75,0.194,2,107,109
614,2011-01-28,1,19,False,5,2,-17.644444444444446,-17.64311111111111,0.75,0.1343,5,84,89
615,2011-01-28,1,20,False,5,2,-17.644444444444446,-17.6515,0.7,0.194,1,61,62
616,2011-01-28,1,21,False,5,2,-17.655555555555555,-17.6515,0.75,0.1343,1,57,58
617,2011-01-28,1,22,False,5,1,-17.644444444444446,-17.659944444444445,0.65,0.3582,0,26,26
618,2011-01-28,1,23,False,5,1,-17.644444444444446,-17.6515,0.6,0.2239,1,22,23
619,2011-01-29,1,0,False,6,1,-17.655555555555555,-17.668333333333337,0.64,0.3582,2,26,28
